profile_id,university_id,applied,applied_date,admitted,admitted_date,rejected,rejected_date,created_at,updated_at,term,year
398,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
399,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
400,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
401,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
402,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
403,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
404,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
405,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
406,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
407,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
408,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
409,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
410,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
411,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
412,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
413,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
414,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
415,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
416,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
417,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
418,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
419,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
420,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
421,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
422,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
423,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
424,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
425,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
426,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
427,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
428,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
429,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
430,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
431,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
432,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
433,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
434,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
435,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
436,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
437,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
438,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
439,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
440,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
441,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
442,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
443,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
444,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
445,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
446,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
447,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
448,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
449,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
450,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
451,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
452,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
453,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
454,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
455,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
456,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
457,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
458,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
459,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
460,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
461,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
462,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
463,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
464,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
465,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
466,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
467,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
468,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
469,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
470,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
471,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
472,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
473,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
474,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
475,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
476,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
477,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
478,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
479,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
480,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
481,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
482,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
483,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
484,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
485,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
486,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
487,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
488,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
489,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
490,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
491,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
492,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
493,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
494,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
495,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
496,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
497,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
498,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
499,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
500,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
501,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
502,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
503,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
504,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
505,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
506,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
507,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
508,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
509,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
510,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
511,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
512,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
513,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
514,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
515,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
516,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
517,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
518,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
519,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
520,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
521,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
522,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
523,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
524,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
525,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
526,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
527,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
528,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
529,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
530,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
531,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
532,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
533,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
534,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
535,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
536,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
537,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
538,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
539,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
540,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
541,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
542,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
543,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
544,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
545,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
546,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
547,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
548,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
549,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
550,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
551,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
552,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
553,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
554,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
555,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
556,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
557,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
558,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
559,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
560,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
561,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
562,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
563,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
564,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
565,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
566,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
567,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
568,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
569,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
570,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
571,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
572,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
573,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
574,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
575,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
576,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
577,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
578,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
579,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
580,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
581,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
582,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
583,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
584,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
585,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
586,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
587,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
588,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
589,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
590,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
591,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
592,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
593,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
594,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
595,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
596,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
597,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
598,1,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
599,1,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
600,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
601,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
602,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
603,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
604,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2019
605,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2019
606,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
607,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
608,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
609,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
610,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
611,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
612,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
613,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
614,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
615,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
616,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
617,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
618,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
619,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
620,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
621,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
622,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
623,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
624,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
625,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
626,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
627,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
628,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
629,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
630,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
631,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
632,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
633,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
634,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
635,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
636,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
637,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
638,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
639,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
640,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
641,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
642,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
643,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
644,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
645,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
646,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
647,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
648,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
649,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
650,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
651,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
652,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
653,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
654,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
655,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
656,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
657,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
658,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
659,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
660,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
661,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
662,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
663,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
664,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
665,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
666,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
667,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
668,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
669,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
670,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
671,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
672,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
673,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
674,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
675,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
676,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
677,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
678,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
679,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
680,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
681,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
682,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
683,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
684,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
685,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
686,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
687,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
688,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
689,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
690,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
691,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
692,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
693,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
694,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
695,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
696,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
697,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
698,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
699,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
700,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
701,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
702,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
703,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
704,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
705,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
706,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
707,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
708,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
709,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
710,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
711,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
712,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
713,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
714,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
715,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
716,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
717,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
718,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
719,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
720,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
721,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
722,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
723,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
724,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
725,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
726,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
727,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
728,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
729,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
730,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
731,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
732,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
733,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
734,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
735,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
736,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
737,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
738,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
739,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
740,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
741,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
742,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
743,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
744,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
745,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
746,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
747,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
748,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
749,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
750,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
751,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
752,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
753,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
754,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
755,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
756,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
757,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
758,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
759,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
760,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
761,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
762,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
763,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
764,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
765,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
766,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
767,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
768,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
769,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
770,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
771,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
772,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
773,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
774,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
775,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
776,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
777,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
778,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
779,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
780,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
781,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
782,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
783,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
784,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
785,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
786,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
787,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
788,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
789,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
790,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
791,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
792,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
793,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
794,2,t,00:00.0,,,,,12:43.0,12:43.0,Spring,2020
795,2,t,00:00.0,,,,,12:43.0,12:43.0,Fall,2020
